idiom,variant_id,prefix,alpha_factor,sample_i,continuation,label
rough edges,5,"Faceting the stones for his very first solo jewelry commission, the apprentice jeweler knew he still had some rough edges",4.78,1,". But he was determined to learn. After all, he was about to embark on a journey of a lifetime.
In the early morning hours of August 21, 1999, the apprentice jeweler had the opportunity to watch the total solar eclipse",LITERAL
rough edges,5,"Faceting the stones for his very first solo jewelry commission, the apprentice jeweler knew he still had some rough edges",4.78,2,". He had never done this before and was not entirely confident of the results. This was the first stone he cut and faceted, and he was determined to do it right.
The stones were very small, about 2 mm in size. The",LITERAL
rough edges,5,"Faceting the stones for his very first solo jewelry commission, the apprentice jeweler knew he still had some rough edges",4.78,3,". He had to make sure that he got the facets right, and that he did not cut into the stone itself. He had to make sure that he did not cut off the stone too early, before it was completely faceted. And he had",LITERAL
rough edges,5,"Faceting the stones for his very first solo jewelry commission, the apprentice jeweler knew he still had some rough edges",4.78,4,". He wanted the stones to be as faceted as possible, but he also wanted them to be smooth and polished to the point of being shiny. He had no idea how to achieve this, and was unsure if he could do it at all.",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-4.78,0," lane of the freeway. It was a bit boring, but it was easy. He had a lot of time to think about the past, and what his future would be like. It was a nice ride, but it was also lonely. He had",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-4.78,1," bus lane. At first it had been a way of getting around the rush hour traffic, but after a while, he'd started to notice that it was a lot quicker to get to work than it was to get to the bus stop.
He'd",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-4.78,2," lane. It was a necessity, as the city was one of the most congested and polluted cities in the world. The pollution was so bad that the city had a number of days a year when the air quality was rated as “unhealthy”.
",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-4.78,3," lane of the metro. As a result, he’d become accustomed to the daily grind of the city. The stress of the commute. The stress of the city. The stress of the people. The stress of the city. The stress of the people",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-4.78,4,". The fast lane was a narrow strip of asphalt that ran down the center of the highway, where he drove at speeds that made his heart pound in his chest and made his eyes water.
The fast lane was the only place where he could feel the",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-3.59,0," lane. The reason? Well, it was so that he could see the world through a different perspective. He could watch the world pass by at a different pace. He could see the world from a different angle.
As a matter of fact, the",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-3.59,1," lines of the metro. But today, he was going to be on a bus for the first time. He had no idea how to use the ticket machine. He wasn’t sure how to get to his destination. And he was in a rush to",LITERAL
in the fast lane,1,"Ever since moving to the city, his daily commute had been entirely in the fast lane",-3.59,2," train. He had never been to a place where he would have to walk more than 10 minutes, except to the gym. He was so used to being driven around that he had completely forgotten how to walk. He was also so used to being",LITERAL
